"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"92","We often receive nasty comments when we share a post about #Pride or our LGBT+ people. To mark #PrideMonth, we aske… https://t.co/4mAamZ9R1o",FALSE,60,NA,2022-06-07 07:53:59,TRUE,NA,"1534081220396605445",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",7,FALSE,FALSE,NA,NA
"93","@luoyouqun Hi, we received your DM. We are sorry to hear about your experience, and thank you for reaching out to u… https://t.co/0sSrOutn9w",FALSE,0,"luoyouqun",2022-06-02 15:36:43,TRUE,NA,"1532385730156187653","18326989","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"94","@WeAreTheCity @nationalgriduk @marieclaire Congratulations, Lauren! <U+0001F44F><U+0001F49A>",FALSE,2,"WeAreTheCity",2022-05-24 09:52:11,FALSE,"1528999401661898752","1529037535606882305","121123109","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",0,FALSE,FALSE,NA,NA
"95","<U+0001F4AA> We’re strengthening our partnerships with @AdnocGroup &amp; @Masdar, through a series of exciting agreements. They re… https://t.co/Cwt3EJaLfJ",FALSE,37,NA,2022-05-24 06:49:04,TRUE,NA,"1528991451824136192",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",10,FALSE,FALSE,NA,NA
"96","@EndoBird Hi Matthew, thank you for bringing this to our attention, we're sorry to see this. Are you able to DM us… https://t.co/S5dOWT4yxH",FALSE,0,"EndoBird",2022-05-17 13:45:35,TRUE,"1526553339403677698","1526559558897901569","411050437","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"97","We’re partnering with @Lindeplc to advance a major carbon capture &amp; storage project in Texas, including CCS &amp; low-c… https://t.co/5jvF8nCbU7",FALSE,34,NA,2022-05-17 12:50:23,TRUE,NA,"1526545666738110464",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",9,FALSE,FALSE,NA,NA
"98","Another greening company in action @SSAB_AB! Steel produced from green #Hydrogen is exactly the kind of innovation… https://t.co/E9KFTJ5QUk",FALSE,8,NA,2022-05-13 13:26:28,TRUE,NA,"1525105197143433216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",1,FALSE,FALSE,NA,NA
"99","We’re bidding for 2 offshore wind permits in <U+0001F1F3><U+0001F1F1>, w/ potential 1.4GW capacity. But it’s more than GWs: Dutch wind en… https://t.co/xErcgmYIf5",FALSE,36,NA,2022-05-13 07:11:41,TRUE,NA,"1525010880236294146",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",17,FALSE,FALSE,NA,NA
"100","@WoodenWeirdo Hi Wooden, thanks for getting in touch. We are an accredited employer of the Real Living Wage but ple… https://t.co/LlK2vyMC3c",FALSE,0,"WoodenWeirdo",2022-05-09 14:19:21,TRUE,"1522737485293531142","1523668953041711105","1515385614073581570","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"101","@dougthedane <U+0001F49A><U+0001F457>",FALSE,0,"dougthedane",2022-05-09 11:35:37,FALSE,"1523323085331607555","1523627748119367683","201671592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",0,FALSE,FALSE,NA,NA
"102","@stu_24 Hello Stuart. Thank you for your feedback. We are really sorry you found the toilets to be in a very poor s… https://t.co/scNbEO2ThA",FALSE,0,"stu_24",2022-05-08 10:51:05,TRUE,"1523243568948998144","1523254154428223494","79984086","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"103","@Jharrison22 Hi Julie, we see both blue and green hydrogen playing a part in our plans for Teesside. We’re planning… https://t.co/tOeOH34LJK",FALSE,8,"Jharrison22",2022-05-04 09:19:26,TRUE,"1521776019446845441","1521781536974069760","20096795","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",1,FALSE,FALSE,NA,NA
"104","Today, we share our 1Q results following a quarter dominated by the tragic events in Ukraine. We’ve been working ha… https://t.co/PkvxyG8CQu",FALSE,43,NA,2022-05-03 06:03:08,TRUE,NA,"1521369749032251394",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",15,FALSE,FALSE,NA,NA
"105","We’re aiming for the rapid roll-out of up to 8,000 battery-based EV fast chargepoints across Europe by the end of 2… https://t.co/uarx0x8NHj",FALSE,19,NA,2022-04-29 08:07:58,TRUE,NA,"1519951614915842048",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",8,FALSE,FALSE,NA,NA
"106","We're accelerating our partnership with @VW &amp; rapidly rolling-out battery-based EV fast chargers in Europe. They he… https://t.co/b1Harul5HK",FALSE,33,NA,2022-04-28 12:11:21,TRUE,NA,"1519650472403120128",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",9,FALSE,FALSE,NA,NA
"107","@mcp111 Hi Partha, thank you for the feedback - we're always reviewing our processes to be better and more efficien… https://t.co/MWh3IMkF6j",FALSE,0,"mcp111",2022-04-26 09:57:16,TRUE,"1518815190589992960","1518891954662170626","15178679","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"108","@GWECGlobalWind <U+0001F91D> <U+0001F49A>",FALSE,1,"GWECGlobalWind",2022-04-25 12:29:09,FALSE,"1518545380979453953","1518567792211070976","2787688669","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"109","@muyloco187 We're sorry to hear about your experience. While many of our US retail sites are independently owned an… https://t.co/CtdqUCHUa9",FALSE,1,"muyloco187",2022-04-04 17:04:51,TRUE,"1509897267469332481","1511027027377369097","251961732","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"110","Explore the progress we’ve made across our net zero, people and planet focus areas in our 2021 Sustainability report <U+0001F449>",FALSE,36,NA,2022-03-31 08:29:07,FALSE,NA,"1509447689121021952",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",15,FALSE,FALSE,NA,NA
"111","As part of our convenience growth strategy, we’ve partnered with @UberEats! <U+0001F34F><U+0001F950><U+0001F6B4><U+0001F36B> <U+0001F9C3><U+0001F96A> By 2025, we plan to make the se… https://t.co/dariC3HQ3K",FALSE,25,NA,2022-03-29 10:12:58,TRUE,NA,"1508749046705442820",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",7,FALSE,FALSE,NA,NA
"112","Kon'nichiwa!  <U+0001F32C><U+FE0F> <U+0001F1EF><U+0001F1F5> We’ve agreed to partner with Japan-based Marubeni to explore #Wind and decarbonization opportun… https://t.co/LzlRuDgvnR",FALSE,29,NA,2022-03-23 08:34:26,TRUE,NA,"1506549922367258624",NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers.</a>","bp_plc",9,FALSE,FALSE,NA,NA
"113","@ajsmiffy Hi Tony, please visit our rewards site to enter your code via this link here: https://t.co/aDreVPF5wH. Be… https://t.co/bXUDmMzQmG",FALSE,1,"ajsmiffy",2022-03-21 18:12:25,TRUE,"1505606659594461188","1505970600661200907","403945836","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"114","@Nick_INV Hi Nick, we're very sorry about this. Please could you share your receipt with us, and let us know which… https://t.co/g6bCL0vQRV",FALSE,0,NA,2022-03-15 15:27:27,TRUE,NA,"1503754757676179457",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"115","@OfficialRG90 Hi Ross, we're sorry to hear this. We'd recommend getting in touch with our loyalty team by emailing… https://t.co/Ns9RqqzDEB",FALSE,0,NA,2022-03-08 09:31:43,TRUE,NA,"1501128520847839234",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"116","As we continue to keep all our affected colleagues and the people of Ukraine in our thoughts, we've agreed a $20m p… https://t.co/fvPfpOctU3",FALSE,83,NA,2022-03-03 15:01:04,TRUE,NA,"1499399466197024774",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",22,FALSE,FALSE,NA,NA
"117","@BritLGBTAwards @networkrail @NRArchway We’re thrilled to see the bp Pride network recognized for their dedication… https://t.co/dINWijO0dD",FALSE,1,"BritLGBTAwards",2022-02-16 16:27:22,TRUE,"1493601083054346251","1493985366482771982","2891898418","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",0,FALSE,FALSE,NA,NA
"118","@CEOemail Hi there, if you have a specific question, please send us a direct message so we can try to put you in to… https://t.co/FQvLAPrg1L",FALSE,0,"CEOemail",2022-02-16 14:50:49,TRUE,"1493939043154997249","1493961067768254470","115190842","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"119","""Some people thought it was an oil to renewables story, and it's not; it's a three-part strategy of which hydrocarb… https://t.co/gqHFDqkWVq",FALSE,38,NA,2022-02-16 13:22:19,TRUE,NA,"1493938795321954313",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",13,FALSE,FALSE,NA,NA
"120","@BritLGBTAwards @TransITCUK @JNJNews Great to see @TransITCUK being recognized for its work helping to raise trans awareness in business <U+0001F44F><U+0001F44F>",FALSE,2,"BritLGBTAwards",2022-02-15 11:02:05,FALSE,"1493532292660269060","1493541117421395969","2891898418","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",0,FALSE,FALSE,NA,NA
"121","@EdrisAlizada Hi there, we're sorry to hear you had a negative experience at one of our sites. Please could you DM… https://t.co/YpRK1LFRwO",FALSE,0,"EdrisAlizada",2022-02-12 17:49:46,TRUE,"1492099578740551681","1492556548111060993","225001677","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"122","<U+2714>Purpose, ambition, strategy set
<U+2714>Strong progress - transformation on track
Means we can accelerate greening of bp,… https://t.co/Kz1ocfYjBB",FALSE,64,NA,2022-02-08 07:33:03,TRUE,NA,"1490951796000501763",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",22,FALSE,FALSE,NA,NA
"123","@trapezoidschme Hi there, great question! We quote hydrogen in MW to describe the capacity of an electrolyser. H2-F… https://t.co/egrO7pVgfk",FALSE,1,NA,2022-02-03 16:25:17,TRUE,NA,"1489273800055308292",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"124","@andyd790 Hi Andy, it looks like you filled up with our Ultimate Diesel which is a premium fuel. If you think you'v… https://t.co/iywHCjVWCr",FALSE,0,"andyd790",2022-01-29 12:24:56,TRUE,"1487392704036319234","1487401372442107907","4902875693","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"125","@eastlothianmp That’s great to hear. All contract awards for turbines are subject to tender, and we’ve set up a new… https://t.co/FJjBxvBkrT",FALSE,0,"eastlothianmp",2022-01-28 13:29:18,TRUE,"1486764547486724100","1487055185251909637","1394565399086305285","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"126","@ioisours Hi, we believe getting to net zero is likely to require a mixture of different technologies but we do see… https://t.co/J4ked6Y5BE",FALSE,0,"ioisours",2022-01-28 12:06:30,TRUE,"1486985124843593733","1487034346414522369","1320381280345874433","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"127","@eastlothianmp And that’s just a small fraction of the thousands of jobs we expect the project to generate. We woul… https://t.co/l5CTYklcu3",FALSE,0,"bp_plc",2022-01-27 14:25:10,TRUE,"1486706655794384905","1486706856508608516","1648024394","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",0,FALSE,FALSE,NA,NA
"128","@eastlothianmp Hi Kenny, we’ll continue to champion &amp; invest in Scotland. We plan to make Aberdeen our global opera… https://t.co/43KvbpgHUF",FALSE,5,"eastlothianmp",2022-01-27 14:24:23,TRUE,"1486308257861877760","1486706655794384905","1394565399086305285","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",3,FALSE,FALSE,NA,NA
"129","@PJMistry Hi PJ, thanks for sending us a direct message, we will follow up with you on there.",FALSE,0,"PJMistry",2022-01-27 08:40:39,FALSE,"1486340824057139208","1486620155220271104","20577645","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"130","We’ve signed a multi-GW agreement to deliver renewable energy in Oman. The planned projects include onshore wind <U+0001F32C><U+FE0F>… https://t.co/cgN02b6udh",FALSE,44,NA,2022-01-18 09:13:57,TRUE,NA,"1483367044628287491",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",15,FALSE,FALSE,NA,NA
"131","Scottish offshore wind - we are go! We’re thrilled to have been awarded a lease option off the east coast to develo… https://t.co/30l2cwR5On",FALSE,75,NA,2022-01-17 10:06:29,TRUE,NA,"1483017875082338306",NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers.</a>","bp_plc",20,FALSE,FALSE,NA,NA
"132","We’ve extended our 16-year agreement with @marksandspencer Food for another decade #PowerCouple <U+0001F91D> <U+0001F6D2>. Working with c… https://t.co/OMToHErjFz",FALSE,23,NA,2022-01-14 09:24:19,TRUE,NA,"1481920100169129985",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",6,FALSE,FALSE,NA,NA
"133","@Maersk Well done @Maersk <U+0001F44F><U+0001F44F>! Companies in carbon heavy sectors like us need to pull together to become greener and… https://t.co/OXlJdWWtxZ",FALSE,3,"Maersk",2022-01-13 11:34:44,TRUE,"1481176315449511937","1481590534552567808","380801406","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",1,FALSE,FALSE,NA,NA
"134","@jeanlynton And, by 2030 we're aiming to cut emissions from our operations by 30-35%, cut emissions associated with… https://t.co/zFdpUW5gyI",FALSE,0,"jeanlynton",2022-01-12 16:36:42,TRUE,"1480641926693015564","1481304136171802625","227392931","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"135","@jeanlynton Hi Jean, we understand the mistrust that's out there, but we're serious about our ambition. We're not g… https://t.co/yph4q64j4b",FALSE,1,"jeanlynton",2022-01-12 16:35:43,TRUE,"1480641926693015564","1481303889299361803","227392931","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"136","@KevinsDoherty1 Hi Kevin, we’ve looked into these sites further and can confirm that the cause of the litter was du… https://t.co/NhgEHknRny",FALSE,0,"KevinsDoherty1",2022-01-10 15:58:07,TRUE,"1479937434909618176","1480569650954055683","1302731093947359233","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"137","Greening companies bring scale and resources to the table which can help the world meet the Paris goals faster <U+0001F310><U+0001F477>",FALSE,19,NA,2022-01-06 15:19:45,FALSE,NA,"1479110447387217924",NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers.</a>","bp_plc",9,FALSE,FALSE,NA,NA
"138","@KevinsDoherty1 Hi Kevin, we're very sorry to see this at our sites. Thank you for making us aware of this, please… https://t.co/4X24OLgefn",FALSE,0,"KevinsDoherty1",2022-01-06 12:27:30,TRUE,"1478843837175025668","1479067096365608961","1302731093947359233","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"139","@marekbarts Hi Marek, thanks for this. While many of our retail sites are independently owned and operated, we hold… https://t.co/gFS4SvDoov",FALSE,1,"marekbarts",2022-01-05 13:53:17,TRUE,"1478368884537311232","1478726297459253249","522448841","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"140","@marekbarts Hi Marek, we're sorry to hear you couldn't find bulbs on your visit, are you able to provide the locati… https://t.co/v3kR2mBSPV",FALSE,0,"marekbarts",2022-01-04 13:57:22,TRUE,"1478315367659450369","1478364937084936193","522448841","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"141","@adrenalinaddict Hi Trevor, apologies for our delayed reply. Some of our sites opening hours were altered due to th… https://t.co/Ht3RbATxR2",FALSE,0,"adrenalinaddict",2022-01-04 12:12:43,TRUE,"1477051937438769158","1478338599682809856","37919680","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"142","From deep space to sun-powered steel production<U+0001F6F0><U+FE0F><U+0001F3ED><U+2600><U+FE0F> Check out the pictures that highlight some of our actions in 2… https://t.co/4itl3w37We",FALSE,26,NA,2021-12-16 09:31:19,TRUE,NA,"1471412613569462273",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",7,FALSE,FALSE,NA,NA
"143","We recently announced we're building HyGreen Teesside, a green #Hydrogen facility that will form part of the UK's l… https://t.co/0aeOifvlr2",FALSE,30,NA,2021-12-15 08:12:32,TRUE,NA,"1471030398511689730",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",10,FALSE,FALSE,NA,NA
"144","@sdfpk Hi, many people without access to home charging points will still rely on fuel forecourts to keep charged an… https://t.co/b7Rww1lXYa",FALSE,0,"sdfpk",2021-12-13 12:27:38,TRUE,"1470119893618073603","1470369823725170697","1367728431681638400","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"145","@NeilNWLondon Hi Neil, yes I can confirm that we sell gift cards in our Simply Food and Connect estate (318 sites).… https://t.co/wVNR6uY9p1",FALSE,0,"NeilNWLondon",2021-12-06 15:44:38,TRUE,"1466498347703885830","1467882685473431552","353892160","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"146","""We must give society what it wants and needs, and that is clean, reliable, affordable energy, and to do that, we h… https://t.co/nheoEHGdqS",FALSE,26,NA,2021-12-06 09:08:41,TRUE,NA,"1467783039002492929",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",11,FALSE,FALSE,NA,NA
"147","@AlpineF1Team @Castrol Good luck this weekend!<U+0001F3CE><U+FE0F><U+0001F91E>",FALSE,28,"AlpineF1Team",2021-12-03 13:38:20,FALSE,"1466725725264875520","1466763735343800321","28297965","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",0,FALSE,FALSE,NA,NA
"148","For #InternationalDayOfPersonsWithDisabilities @Valuable500 joined us for a discussion hosted by @Tortoise, focusin… https://t.co/1eD2jgQgV1",FALSE,13,NA,2021-12-03 09:13:59,TRUE,NA,"1466697210440167425",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",4,FALSE,FALSE,NA,NA
"149","We’re building HyGreen Teesside, a green #Hydrogen production facility. It will aim to generate 60MWe by 2025 – tha… https://t.co/Rp8gYm6PhN",FALSE,37,NA,2021-11-29 08:08:07,TRUE,NA,"1465231083000246272",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",15,FALSE,FALSE,NA,NA
"150","@Elaine128 Hi Elaine, we’re rolling out a nationwide network of ultra-fast chargers at motorway service stations, f… https://t.co/gDWpjPNcfH",FALSE,0,"Elaine128",2021-11-25 14:18:21,TRUE,"1463627509602394117","1463874704184422403","21877267","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"151","@Heathermka Hi Heather, we’re rolling out a nationwide network of ultra-fast chargers at motorway service stations,… https://t.co/6BE3Dbt9fc",FALSE,0,"Heathermka",2021-11-24 16:21:39,TRUE,"1463498139797700620","1463543344886390788","31471329","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"152","@ktluvwolvercote Hi Katie, we agree our front line team are #heroes &amp; they should not be putting up with any abuse.… https://t.co/jEMdGmGEvb",FALSE,1,"ktluvwolvercote",2021-10-01 11:01:09,TRUE,"1443860578389446677","1443893742956597248","121366231","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",1,FALSE,FALSE,NA,NA
"153","@Holsxox_ Hi Holly, I’m afraid we're unable to confirm on specific petrol stations as levels of stock across stores… https://t.co/VTp92AkoOm",FALSE,0,"Holsxox_",2021-09-28 14:22:09,TRUE,"1442836026230202378","1442857165195186186","2244449022","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"154","@strollonyouth Hi Jonnie, levels of stock are constantly changing, so unfortunately we don’t have that information… https://t.co/Z1I70H7nXc",FALSE,0,"strollonyouth",2021-09-27 16:53:14,TRUE,"1442518101430517765","1442532796879101962","2254712271","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"155","@Smpffc1 Hi there, we do not currently plan to increase our prices at the 300 sites that we operate.  A quick way t… https://t.co/lL7e5rS3Pf",FALSE,0,NA,2021-09-27 16:48:27,TRUE,NA,"1442531594829381632",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"156","@TheAnxiousTeac2 Hi there, we are so sorry to hear about this. Please can you DM us with the site address so we can… https://t.co/Zj6s53fRxE",FALSE,0,"TheAnxiousTeac2",2021-09-27 09:20:12,TRUE,"1442210171468632066","1442418786779365376","1109531172462346240","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"157","@adamboultonSKY Hi Adam, there's no shortage of fuel, drivers should carry on as normal. A nationwide driver shorta… https://t.co/k0eiGoPocb",FALSE,4,"adamboultonTABB",2021-09-25 11:13:17,TRUE,"1441650501636943881","1441722469786824704","14073022","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"158","@SarahRoss01 Hi Sarah, I’m afraid we're unable to confirm on specific petrol stations as levels of stock across sto… https://t.co/2JseFCFtZK",FALSE,0,"SarahRoss01",2021-09-25 09:41:35,TRUE,"1441665562136961025","1441699393669763074","251714911","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",1,FALSE,FALSE,NA,NA
"159","@Mdreadedtwit Hi there, drivers should carry on as normal when buying fuel. There is no shortage of petrol or diese… https://t.co/zcpflhgLOL",FALSE,0,"Mdreadedtwit",2021-09-24 16:12:10,TRUE,"1441354080966701060","1441435297221332993","27855508","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"160","@familyhist2DAY Hi there, levels of stock are constantly changing, so unfortunately we don’t have that information… https://t.co/CPLpkFSWWb",FALSE,0,"familyhist2DAY",2021-09-24 15:46:51,TRUE,"1441408082173562880","1441428929022099456","3118923358","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"161","@thejamesmax Hi James, we’re working hard to ensure customers have access to fuel and apologise for any inconvenien… https://t.co/AvAOP2uhN5",FALSE,1,"thejamesmax",2021-09-24 08:07:18,TRUE,"1441251612664549384","1441313279284965377","20019732","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",1,FALSE,FALSE,NA,NA
"162","For #BiVisibilityDay, we asked bi members of our Pride network to help us debunk some common myths about bisexualit… https://t.co/dNJ4bYaa9c",FALSE,16,NA,2021-09-23 08:03:48,TRUE,NA,"1440950011089625090",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","bp_plc",6,FALSE,FALSE,NA,NA
"163","@wjoaquin9 Hi there, we’re very sorry to hear this. We’re aware that a few of our BPme users are currently experien… https://t.co/2k5ziRFJjd",FALSE,0,"WallyHoak",2021-09-22 14:13:08,TRUE,"1440418718111055878","1440680567041708039","73916289","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"164","@JanChat56 Hi Jan. Sorry to hear this - can you confirm whether you have an iPhone? ^CW",FALSE,0,"JanChat56",2021-09-21 17:16:53,FALSE,"1440323127188209674","1440364421713326087","358837359","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"165","@GreenpeaceUK Hydrocarbons make our low carbon investments possible. We're on a journey to net zero &amp; our spend on… https://t.co/eoULQLjH9h",FALSE,1,"GreenpeaceUK",2021-09-21 15:52:13,TRUE,"1439902515085119493","1440343113772331023","4012161","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bp_plc",1,FALSE,FALSE,NA,NA
"166","@clockend79 Hi. Our supply chain has been impacted by the industry-wide driver shortage across the UK. We continue… https://t.co/9pQGNZWkZj",FALSE,0,"clockend79",2021-09-21 12:16:24,TRUE,"1440043711958716420","1440288800794562566","1087080534537371649","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
"167","@MATruman Hi Mike, we understand people's frustrations, but we assure you, our team are working to put things right… https://t.co/h1dfVOpqez",FALSE,1,"MATruman",2021-09-21 10:36:47,TRUE,"1439979430454210561","1440263731401793539","62829960","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","bp_plc",0,FALSE,FALSE,NA,NA
